日付,国内株式,先進国株式,全世界株式,米国株式,バランス
2018-08-06,9677.22070596798,11904,10652.8196925264,10490.7344288902,10643
2018-08-07,9743.61408296943,11939,10677.0126188572,10538.094643944,10649
2018-08-08,9735.89392285298,11999,10737.6932373589,10580.0933252181,10673
2018-08-09,9716.20751455604,11938,10682.5650937528,10525.5843984581,10623
2018-08-10,9586.89483260553,11922,10667.0974851151,10514.8613308988,10586
2018-08-13,9398.90893377001,11751,10506.4723184928,10408.5242442686,10438
2018-08-14,9610.82732896652,11731,10473.1574691193,10390.652465003,10436
2018-08-15,9545.59197598253,11837,10563.1868834977,10514.8613308988,10483
2018-08-16,9540.18786390102,11645,10380.3518172932,10361.1640292149,10397
2018-08-17,9574.15656841339,11766,10475.9337065671,10473.756238588,10433
2018-08-20,9542.50391193595,11776,10485.0556296099,10477.3305944411,10447
2018-08-21,9551.76810407569,11767,10482.6759975118,10440.6934469466,10434
2018-08-22,9612.75736899563,11835,10548.9090909091,10488.9472509637,10477
2018-08-23,9633.98780931587,11893,10611.5727361592,10541.6689997971,10514
2018-08-24,9715.82150655022,11938,10649.2502443793,10593.4971596673,10545
2018-08-27,9800.74326783115,11986,10686.9277525993,10629.2407181984,10575
2018-08-28,9806.53338791849,12090,10790.441748867,10715.9188476364,10623
2018-08-29,9827.76382823872,12093,10794.0111970141,10718.5996145263,10637
2018-08-30,9836.64201237263,12214,10898.3184039812,10830.2982349361,10677
2018-08-31,9834.71197234352,12076,10764.2657957878,10715.9188476364,10579
2018-09-03,9766.77456331878,12015,10711.1206789301,10711.45090282,10548
2018-09-04,9762.52847525473,12029,10713.1037056785,10720.3867924528,10533
2018-09-05,9711.96142649199,12032,10711.5172842798,10745.4072834246,10507
2018-09-06,9672.20260189228,11949,10623.4708966498,10690.8983566646,10467
2018-09-07,9595.38700873362,11818,10510.04176664,10582.7740921079,10410
2018-09-10,9622.40756914119,11828,10523.5263485293,10599.7522824102,10415
2018-09-11,9747.47416302766,11917,10586.5865991291,10670.3458105092,10454
2018-09-12,9721.99763464338,11965,10616.7286057051,10722.1739703794,10456
2018-09-13,9814.25354803493,11979,10628.6267661957,10711.45090282,10476
2018-09-14,9933.14401382824,12110,10753.954056696,10836.553357679,10574
2018-09-18,10072.878911936,12048,10698.0327023905,10754.3431730574,10571
2018-09-19,10182.1191775837,12156,10792.4247756154,10857.1059038345,10629
2018-09-20,10182.8911935953,12188,10835.2581533813,10878.5520389531,10647
2018-09-21,10267.8129548763,12329,10958.6024171332,10987.5698924731,10716
2018-09-25,10297.1495633188,12331,10964.1548920288,10983.1019476567,10733
2018-09-26,10404.0737809316,12329,10963.3616813294,10960.7622235748,10753
2018-09-27,10302.1676673945,12301,10947.497467342,10920.5507202272,10740
2018-09-28,10441.5165574964,12381,11021.6626677331,11018.8455061879,10797
2018-10-01,10496.3296943231,12388,11027.6117479783,11052.8018867925,10818
2018-10-02,10506.3659024745,12425,11054.1843064072,11099.2685128829,10818
2018-10-03,10437.6564774381,12345,10971.6903936728,11058.1634205721,10742
2018-10-04,10378.2112445415,12435,11047.8386208122,11145.7351389734,10749
2018-10-05,10295.9915393013,12306,10917.7520661157,11028.6749847839,10657
2018-10-09,10159.730713246,12055,10687.7209632987,10851.7443700548,10554
2018-10-10,10175.5570414847,12064,10698.0327023905,10848.1700142017,10580
2018-10-11,9780.28484352256,11665,10361.3147605083,10425.5024345709,10416
2018-10-12,9824.67576419214,11428,10140.8021860837,10197.6372489349,10322
2018-10-15,9641.32196142649,11509,10231.2282058118,10326.314059647,10320
2018-10-16,9760.2124272198,11464,10186.0151959477,10252.1461756949,10339
2018-10-17,9888.36708515284,11729,10415.6496934151,10522.9036315683,10467
2018-10-18,9807.30540393013,11726,10412.8734559673,10547.9241225401,10469
2018-10-19,9754.03629912664,11546,10249.868657247,10364.738385068,10383
2018-10-22,9789.93504366812,11564,10267.3192926331,10372.7806857375,10407
2018-10-23,9527.8356077147,11539,10263.3532391362,10354.9089064719,10376
2018-10-24,9562.1903202329,11417,10141.5953967831,10270.9115439237,10325
2018-10-25,9207.83497088792,11094,9868.73091620013,9914.36954757557,10207
2018-10-26,9173.0942503639,11277,10014.681684884,10137.7667883952,10255
2018-10-29,9156.10989810771,11075,9841.36514707189,9917.05031446541,10191
2018-10-30,9295.45878820961,11097,9853.26330756243,9900.9657131264,10225
2018-10-31,9495.41093522562,11291,10018.6477383809,10123.4693649828,10313
2018-11-01,9393.5048216885,11383,10109.4703634586,10191.3821261919,10304
2018-11-02,9635.91784934498,11519,10239.1603128055,10305.7615134916,10394
2018-11-05,9486.14674308588,11516,10269.3023193815,10274.4858997768,10424
2018-11-06,9595.0010007278,11553,10292.7020350129,10332.5691823899,10463
2018-11-07,9567.98044032023,11605,10333.1557806807,10390.652465003,10486
2018-11-08,9741.2980349345,11847,10537.0109304186,10656.9419760601,10588
2018-11-09,9638.23389737991,11859,10540.9769839154,10672.1329884358,10568
2018-11-12,9645.95405749636,11742,10426.7546432063,10566.6894907689,10535
2018-11-13,9446.38791848617,11506,10224.0893095175,10333.4627713532,10436
2018-11-14,9462.21424672489,11558,10270.8887407802,10344.1858389126,10471
2018-11-15,9444.07187045124,11455,10188.7914333955,10244.1038750254,10457
2018-11-16,9390.0307496361,11524,10258.9905802897,10352.2281395821,10465
2018-11-19,9451.79203056768,11465,10209.8115169288,10292.3576790424,10465
2018-11-20,9348.34188500728,11312,10089.2434906247,10116.3206532765,10437
2018-11-21,9316.30322052402,11131,9929.01492935217,9953.68746195983,10373
2018-11-22,9376.90647743814,11223,10009.1292099884,10000.1540880503,10424
2018-11-26,9447.54594250364,11147,9939.72327379366,9929.56055995131,10413
2018-11-27,9508.9212154294,11346,10109.0737581089,10126.1501318726,10478
2018-11-28,9606.19523289665,11377,10142.3886074824,10184.2334144857,10516
2018-11-29,9641.70796943231,11567,10307.7730383009,10405.8434773788,10568
2018-11-30,9680.30877001456,11551,10297.4612992091,10370.0999188476,10588
2018-12-03,9777.96879548763,11613,10345.4505465209,10469.2882937716,10620
2018-12-04,9543.66193595342,11746,10473.554074469,10583.6676810712,10646
2018-12-05,9492.32287117904,11378,10171.3407980094,10177.9782917427,10535
2018-12-06,9311.28511644832,11346,10134.0598951391,10182.4462365591,10496
2018-12-07,9387.71470160116,11234,10019.0443437306,10152.9578007709,10488
2018-12-10,9188.5345705968,11048,9867.14449480139,9895.60417934672,10405
2018-12-11,9158.81195414847,11051,9853.65991291211,9964.41052951917,10371
2018-12-12,9356.83406113537,11119,9916.32355816227,10000.1540880503,10430
2018-12-13,9447.93195050946,11211,10005.1631564916,10043.0463582877,10464
2018-12-14,9256.08597161572,11226,10026.1832400249,10057.3437817001,10477
2018-12-17,9313.21515647744,11029,9852.86670221275,9856.28626496247,10422
2018-12-18,9143.7576419214,10783,9648.61494712521,9595.35828768513,10294
2018-12-19,9088.17248908297,10736,9603.79854261086,9570.33779671333,10272
2018-12-20,8829.93313318777,10637,9527.65031547143,9431.83150740515,10214
2018-12-21,8732.65911572052,10376,9305.15471429841,9179.8394197606,10078
2018-12-25,8294.54002911208,9889,8900.61725762019,8646.3668086833,9823
2018-12-26,8386.40993449782,9946,8948.20989958233,8694.62061270035,9886
2018-12-27,8709.884643377,10310,9240.90464764952,9162.86122945831,10044
2018-12-28,8683.25009097526,10346,9269.85683817649,9233.45475755732,10058
